HITID,convo_1,convo_2,convo_3,convo_4,convo_5,convo_6,convo_7,convo_8,convo_9,convo_10
3NKW03WTLM7QKYJ915W3CWUCD5ZQW4,"['<b>A:</b> I cut myself pretty badly with a knife. I think I need stitches.', '<b>B:</b> Come inside so the triage nurse can stop the bleeding.']","[""<b>A:</b> It's Sunday."", '<b>B:</b> So?']","['<b>A:</b> Sir, is this your car?', '<b>B:</b> Yes, are you giving me a ticket?']","['<b>A:</b> My car is dirty.', ""<b>B:</b> Why don't you wash it?""]","['<b>A:</b> I need to wash my clothes.', '<b>B:</b> As a tenant of this apartment, you have access to the washer and dryer.']","['<b>A:</b> I like living here.', '<b>B:</b> I agree. Pasadena is a nice city.']","['<b>A:</b> This hot bread is delicious.', '<b>B:</b> I like this restaurant because they give you free bread.']","['<b>A:</b> I was wondering if I could change my major from biology to political science.', '<b>B:</b> Those majors are very different from each other.']","[""<b>A:</b> It's too cold to go swimming today."", ""<b>B:</b> That's okay. We can make a sand castle.""]","[""<b>A:</b> Hello! It's nice to meet you!"", '<b>B:</b> Hello, likewise.']"
37SDSEDIN92RDT3AINQIXFJINM5186,"['<b>A:</b> I am following my favorite artist on Tumblr.', '<b>B:</b> Why are you following their blogs?']","['<b>A:</b> There are so many bus stops!', '<b>B:</b> Each bus has a specific stop it goes to.']","['<b>A:</b> Why did you fall asleep in class today?', '<b>B:</b> I stayed up late playing Farmville.']","['<b>A:</b> Can you make dinner for your sister tonight?', '<b>B:</b> Aw, she only eats macaroni and cheese!']","['<b>A:</b> TV news is so stupid.', ""<b>B:</b> They shouldn't even call it news.""]","['<b>A:</b> I like that shirt.', '<b>B:</b> So do I.']","['<b>A:</b> We only have to ride for one stop.', '<b>B:</b> Yeah, then we have a bus transfer.']","['<b>A:</b> Can I leave a package here to be picked up?', '<b>B:</b> Absolutely, sir. What is your name?']","['<b>A:</b> What a delicious meal!', ""<b>B:</b> Don't stick your chopsticks in the rice like that!""]","['<b>A:</b> You never called me back last night.', ""<b>B:</b> I'm sorry; my grandma took away my phone.""]"
329E6HTMSW27IXJQEG14BD76G6D3KJ,"['<b>A:</b> How are you feeling?', '<b>B:</b> A little better, but it is still hard to talk.']","['<b>A:</b> Do you know where I could dispose of my trash?', '<b>B:</b> Yeah, there are two different colored trash cans in the back.']","[""<b>A:</b> I'm checking out, but is there a place I can store my luggage for a few hours?"", '<b>B:</b> Why do you need us to hold your luggage, sir?']","['<b>A:</b> The city is buying guns.', '<b>B:</b> What are they paying?']","['<b>A:</b> I need a bigger closet.', '<b>B:</b> I think you just need fewer clothes.']","['<b>A:</b> I need to report a robbery.', '<b>B:</b> Who was robbed?']","['<b>A:</b> I ran out of date locations.', '<b>B:</b> Try museums and amusement parks.']","['<b>A:</b> Do you want to go to a buffet?', '<b>B:</b> What is a buffet?']","['<b>A:</b> Where are you going?', ""<b>B:</b> I'm going to buy some flowers for Valentine's Day.""]","['<b>A:</b> Why are you eating another apple?', '<b>B:</b> You know what they say about apples!']"
3UUIU9GZC559ZVWHM83PR1SMDFV5TH,"[""<b>A:</b> I'm planning a house warming party."", '<b>B:</b> Is that to celebrate buying a heater?']","[""<b>A:</b> I'd like to transfer some money."", '<b>B:</b> Between what two accounts would you like to transfer the money?']","['<b>A:</b> When are you going to marry?', '<b>B:</b> Where is this coming from?']","['<b>A:</b> I have to go to the bathroom.', '<b>B:</b> You drink too much coffee.']","['<b>A:</b> I want to buy myself a taser.', '<b>B:</b> Why would you want something like that?']","['<b>A:</b> My pants have a hole in the front pocket.', ""<b>B:</b> You shouldn't carry pens in your pocket.""]","['<b>A:</b> Do you believe in God?', '<b>B:</b> Of course.']","['<b>A:</b> Did you see that puddle of water on the floor?', '<b>B:</b> Yes. I called for a clean-up.']","['<b>A:</b> I am so thirsty.', ""<b>B:</b> Sorry, I don't have water.""]","['<b>A:</b> Baseball is fun.', '<b>B:</b> I like to hit the ball.']"
3IV1AEQ4DRDY8AJE8CWO1FF4H358JH,"['<b>A:</b> Put the rock back where you found it.', '<b>B:</b> But I like the rock, mommy.']","['<b>A:</b> Do you know what today is?', ""<b>B:</b> Yes, it's April 22.""]","[""<b>A:</b> I'm making the food for the party tomorrow."", '<b>B:</b> I heard you are a fantastic cook!']","['<b>A:</b> I missed the TV news last night. What was on?', '<b>B:</b> Nothing that would pass as news.']","['<b>A:</b> You in the green shirt!', '<b>B:</b> Are you talking to me?']","[""<b>A:</b> Excuse me, I'd like your opinion on something."", '<b>B:</b> Of course, sir. How may I help you?']","['<b>A:</b> Hello, this is Isabel Foster.', '<b>B:</b> Hi, Isabel. Why are you calling? You can just come to my office.']","[""<b>A:</b> What's your email address?"", ""<b>B:</b> It's bluedog123.""]","['<b>A:</b> The cute girl from class added me on Facebook.', '<b>B:</b> Has she sent you any messages?']","['<b>A:</b> What are you going to do this weekend?', ""<b>B:</b> I haven't made any solid plans yet. Why do you ask?""]"
3TZDZ3Y0JS6RRYMKNFWWXBET7SN19V,"['<b>A:</b> I have to go to Downtown Los Angeles today.', '<b>B:</b> What for? Are you visiting someone?']","[""<b>A:</b> I've never been to an amusement park."", '<b>B:</b> Amusement parks are fun!']","['<b>A:</b> Well, we have a new president.', '<b>B:</b> But we have the same old problems.']","['<b>A:</b> How long do you want to check that video out for?', '<b>B:</b> One week would be nice.']","[""<b>A:</b> Excuse me, aren't you in my math class?"", '<b>B:</b> Yes, I think I am.']","[""<b>A:</b> It's been so long since I've seen you!"", ""<b>B:</b> I know. You haven't changed a bit.""]","['<b>A:</b> I just got off the phone with the EDD.', '<b>B:</b> What did they say? Are you going to get benefits?']","['<b>A:</b> Do you really love me?', '<b>B:</b> Of course.']","['<b>A:</b> Do you have a favorite genre of music?', '<b>B:</b> No, but I have favorite bands.']","['<b>A:</b> What are you playing?', ""<b>B:</b> I'm playing a new game I bought yesterday.""]"
3JGHED38EDRK3L9UK75LX2YXJN7Y7D,"['<b>A:</b> I have a stomachache.', '<b>B:</b> Is it something you ate?']","['<b>A:</b> Thank you for calling Eagle Airline.', '<b>B:</b> I would like to book a round trip flight from Los Angeles to New York City']","['<b>A:</b> I gained so much weight because my college dining hall is all-you-can-eat.', '<b>B:</b> It\'s called the ""freshman 15.""']","[""<b>A:</b> I'm trying to find a job to pay for college."", '<b>B:</b> Good for you!']","[""<b>A:</b> I've been dating for a while, but I never kissed anyone."", ""<b>B:</b> Don't worry about it.""]","['<b>A:</b> Have you ever been to the opera before?', ""<b>B:</b> No, but I hear it's very beautiful.""]","['<b>A:</b> That woman is a very good singer.', '<b>B:</b> Yes, but she looks like a man.']","['<b>A:</b> Good day, Ms. Andrews. Can we talk?', ""<b>B:</b> Of course, Mr. Johnson. Why don't you come into the office this afternoon?""]","['<b>A:</b> I hope you are on your way to vote right now.', ""<b>B:</b> I am. And I'm actually voting for you!""]","['<b>A:</b> When are you going to register for classes?', '<b>B:</b> My registration date is next month.']"
3R6RZGK0XFCMEBAQ25813GE055EVY2,"[""<b>A:</b> I don't know which size to get."", ""<b>B:</b> Why don't you check your shoes?""]","['<b>A:</b> Oh, I am so tired.', '<b>B:</b> I know what you mean.']","['<b>A:</b> Excuse me.', '<b>B:</b> Hello! How can I help you?']","['<b>A:</b> Do your students ever talk about their jobs?', '<b>B:</b> Yes, and they ask me what jobs are the best.']","['<b>A:</b> Spring break starts tomorrow.', '<b>B:</b> Are you going to go anywhere?']","['<b>A:</b> Who’s the greatest baseball player?', '<b>B:</b> There are so many great players.']","['<b>A:</b> Did you get a partner for the geometry project?', '<b>B:</b> I am still looking around.']","['<b>A:</b> My car was stolen.', '<b>B:</b> I am so sorry to hear that.']","[""<b>A:</b> I'm having trouble with my personal statement. "", '<b>B:</b> You should go to the personal statement workshop.']","[""<b>A:</b> What's going on? What happened?"", ""<b>B:</b> I'm sorry. I wasn't paying attention.""]"
37SOB9Z0SSXI2318ZGD5QDKL56I3LM,"[""<b>A:</b> Finally, I got my driver's license."", '<b>B:</b> Congratulations! Can I see it?']","['<b>A:</b> Did you hear about Joseph and Michelle?', '<b>B:</b> No, what happened? Did they have a divorce?']","['<b>A:</b> That hotel was terrible.', '<b>B:</b> The worst in the whole world.']","['<b>A:</b> What are we going to do?', '<b>B:</b> About what?']","['<b>A:</b> I always get so emotional at weddings.', '<b>B:</b> Me too, especially when I see the bride and groom kiss.']","['<b>A:</b> What fees does this bank charge?', '<b>B:</b> There are different fees depending on the kind of account you have with us.']","['<b>A:</b> What is your major?', '<b>B:</b> English.']","['<b>A:</b> Is the location of the apartment a good one?', '<b>B:</b> Yes. I would say so.']","['<b>A:</b> Hello, my name is Angela Davis.', ""<b>B:</b> Good morning, Angela. I am Dick Williams. I'll be interviewing you today.""]","['<b>A:</b> Good afternoon, officer.', ""<b>B:</b> Your driver's license and registration, please.""]"
3P520RYKCH6OZ8B6MDTZWXEOWT25U8,"['<b>A:</b> What is your job?', ""<b>B:</b> I'm a teacher.""]","[""<b>A:</b> I'm trying to find a job, and it's hard."", ""<b>B:</b> I think it's because you have never worked before.""]","['<b>A:</b> Mother, may I go play outside?', '<b>B:</b> Have you cleaned your room yet?']","['<b>A:</b> Hello, my name is George.', '<b>B:</b> Hello, George. How can I help you?']","[""<b>A:</b> Are you telling me it's not weird dating Katy after being friends with her for so long?"", ""<b>B:</b> It's a little strange since I've known her for so long.""]","['<b>A:</b> How much does it cost to ride the bus?', '<b>B:</b> The cost is one dollar and fifty cents.']","[""<b>A:</b> I'm sorry for being difficult."", '<b>B:</b> Not at all. We aim to please.']","[""<b>A:</b> That's a funny-looking outfit!"", ""<b>B:</b> It's a professional running suit.""]","['<b>A:</b> Hello. I need to make an appointment.', '<b>B:</b> Were you mandated by the court to go to traffic school?']","['<b>A:</b> I have decided to drop out of college.', ""<b>B:</b> You're making the worst decision of your life.""]"
35F6NGNVM8JOMZA0A1IMPL6I4LPT7J,"['<b>A:</b> Help! I need the doctor immediately.', '<b>B:</b> What is the problem, sir?']","[""<b>A:</b> I am so excited. I've got my first job interview."", '<b>B:</b> Interview for what?']","['<b>A:</b> I got fired yesterday.', ""<b>B:</b> You're lying! You're the best worker there!""]","[""<b>A:</b> Tomorrow is my son's birthday!"", '<b>B:</b> Are you going to bake him a cake?']","[""<b>A:</b> I'm going to the bank."", '<b>B:</b> What do you need to do?']","[""<b>A:</b> That was an excellent meal. Don't you think so, Judy?"", '<b>B:</b> Absolutely! I especially liked the dessert.']","['<b>A:</b> You want to go for a walk?', '<b>B:</b> Sure! Where to?']","['<b>A:</b> I think my car needs an oil change.', ""<b>B:</b> Why don't you go buy the oil and do it yourself?""]","['<b>A:</b> Should I ask Nancy out or not?', '<b>B:</b> You should not.']","[""<b>A:</b> Aren't waterfalls beautiful?"", ""<b>B:</b> I think they're terrifying.""]"
3L2OEKSTW9AO3ZEDUCXRB2USU7DY80,"['<b>A:</b> David did not come to work again today.', '<b>B:</b> He must be very sick to be absent a whole week.']","['<b>A:</b> Golf is a silly game.', '<b>B:</b> It certainly is.']","['<b>A:</b> Great shirt! Go Dodgers!', ""<b>B:</b> It's great to find a fellow fan!""]","['<b>A:</b> Do you have a cold?', '<b>B:</b> Yes, I do.']","['<b>A:</b> I need a cab to the theater district.', '<b>B:</b> We can get that for you right away.']","['<b>A:</b> The fish and chips dish looks delicious!', '<b>B:</b> Do they let you choose the chips you want?']","['<b>A:</b> You should volunteer at the library with me!', ""<b>B:</b> What's so good about volunteering there?""]","['<b>A:</b> Hey, were you able to find a new home to move into?', '<b>B:</b> Yes, I did. Now I just have to move my things over to the new place.']","['<b>A:</b> I love cheese.', '<b>B:</b> Me too.']","['<b>A:</b> The pool is filthy.', '<b>B:</b> I forgot to put on the cover last night.']"
39RRBHZ0AU1MJ1KVYRAKHNN2BZIVZT,"[""<b>A:</b> I'm calling the waiter."", ""<b>B:</b> What's the matter?""]","['<b>A:</b> I think I have the worst boss in the world.', '<b>B:</b> What makes him so bad?']","['<b>A:</b> Do you want to get some ice cream?', '<b>B:</b> Ice cream is really fattening.']","['<b>A:</b> That was a huge fire in Santa Barbara.', '<b>B:</b> Yes, it was.']","['<b>A:</b> Why are you cutting into the wall?', '<b>B:</b> I bought a new air conditioning unit.']","['<b>A:</b> I have to go to bed early.', '<b>B:</b> Why? The night is still young!']","['<b>A:</b> Do you have your customs form?', '<b>B:</b> Yes, I filled it out on the plane.']","[""<b>A:</b> I'm tired of living with my sister."", ""<b>B:</b> I don't like living with mine, either.""]","['<b>A:</b> The election is next week.', '<b>B:</b> Who are you voting for?']","[""<b>A:</b> I don't have long distance service with my home phone."", '<b>B:</b> So how do you make long distance calls?']"
3T2EL38U0MK59YOZBASPEF8JM75QXX,"['<b>A:</b> Are you voting?', '<b>B:</b> Is Election Day coming up?']","[""<b>A:</b> I've never been in a sports shop before!"", '<b>B:</b> I love looking at all of the equipment.']","['<b>A:</b> I want to form a secret club.', '<b>B:</b> That sounds fun! Where would the club meet?']","[""<b>A:</b> I'm here to have some blood tests done."", '<b>B:</b> We take all the samples in the back room, so please follow me.']","['<b>A:</b> I need to fly to New York.', '<b>B:</b> When are you going?']","['<b>A:</b> I love your blue bag.', '<b>B:</b> Thank you, I just bought it.']","['<b>A:</b> There really is no place like home even after a vacation.', '<b>B:</b> Um honey, did you tell the neighbor to water the plants?']","['<b>A:</b> Ew! Look what I found in this book.', '<b>B:</b> What is that?']","[""<b>A:</b> You're very lucky."", '<b>B:</b> Why do you say that?']","['<b>A:</b> It takes me hours to find my classroom.', '<b>B:</b> I might be able to help you.']"
3YKP7CX6G2FOQDGJAFR1PR0WYEQB7C,"['<b>A:</b> All the TV stations are going to go digital.', '<b>B:</b> Yes, that will occur next month.']","['<b>A:</b> Do you want to go fishing?', '<b>B:</b> Yes. That’s a good idea.']","['<b>A:</b> Excuse me!', '<b>B:</b> Yes, how can I help you?']","['<b>A:</b> How many classes did you manage to get?', '<b>B:</b> I only got two.']","['<b>A:</b> Good afternoon. I want to get a U.S. Passport.', '<b>B:</b> Is this your first passport?']","['<b>A:</b> What did the doctor say?', '<b>B:</b> He thinks I have too much stress.']","['<b>A:</b> I cleaned my car yesterday.', ""<b>B:</b> It's not clean anymore.""]","['<b>A:</b> How was your first day of work?', '<b>B:</b> It was terrible.']","['<b>A:</b> The cops finally found the husband.', '<b>B:</b> What husband?']","['<b>A:</b> I have a book report.', '<b>B:</b> What book are you doing it on?']"
